Cluster,region,technology,Resource,Zone,EndCap,EndEnergyCap,EndChargeCap,NewCap,RetCap,NewEnergyCap,RetEnergyCap,NewChargeCap,RetChargeCap,iter,CPA_ID,lcoe,Area,latitude,longitude,interconnect_annuity,state,m_landcover,m_primeFarmland,exFacil,plFacil,m_HMI,m_popden,cpa_mw
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70653,39.10727,32.74999969,44.8707797642567,-71.27386032,27458.342,New Hampshire,41,0,1,0,0.0603696575801,1.076335878,17.685001
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70288,39.158886,61.25000052,46.73626448372899,-68.94771209,36852.406,Maine,43,0,0,0,0.00658191944358,0,99.225
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70372,39.237507,29.49999994,45.86677371302939,-70.26463671,38333,Maine,41,0,0,0,0.00651012552444,0.0169491525424,47.79
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70778,39.30901,57.99999913,45.09438798364121,-69.73257574,24977.549,Maine,41,0,1,0,0.049039087,0,93.96001
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70571,39.47726,34.24999988,44.89953608619715,-71.81460389,33495.055,Vermont,43,0,0,0,0.0706961748945,0,55.485
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71790,39.501244,51.49999975,43.00561847195472,-72.78458103,25658.377,Vermont,43,1,0,0,0.229045698,0.776699029,83.43
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70258,39.514606,52.74999967,46.598497647626864,-69.00431654,36394.965,Maine,43,0,0,0,0.00466676927679,0,85.455
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71063,39.56609,52.99999968,43.96232970867352,-72.3516255,29278.078,Vermont,41,0,0,0,0.162860756,3.16509434,14.31
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70672,39.579803,69.00000023,44.89465769225128,-70.98447026,24621.797,Maine,42,1,0,0,0.0525593202534,0.315217391,111.78
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70670,39.588703,43.74999974,44.94077597318373,-71.26400262,28940.156,New Hampshire,43,0,0,0,0.0476949955097,0.0914285714286,70.875
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70130,39.773945,22.99999951,46.0386771770633,-69.87405949,45409.266,Maine,41,0,0,0,0.00878294157472,0,37.26
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70287,39.775593,60.99999976,46.756371698098086,-69.04804096,37954.14,Maine,41,0,0,0,0.00513684985583,0,98.82
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70754,39.817997,48.25000035,45.11813889479316,-70.15605528,24834.072,Maine,41,0,0,0,0.0753727135649,0,78.16499
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70185,39.83731,54.25000036,46.42041060872605,-69.62120481,48338.52,Maine,41,0,0,0,0.00490631385663,0,87.885
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71415,39.864758,63.74999977,44.0207178050015,-72.79959274,35457.727,Vermont,41,0,0,0,0.087885228,2.216535433,34.425
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70815,39.872494,57.24999964,45.232491472363776,-69.67406515,27082.033,Maine,41,0,0,0,0.0527896335324,0,92.744995
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70796,39.931072,58.24999975,45.16380025391679,-69.70177254,26148.514,Maine,42,0,1,0,0.0638704506337,0,94.365
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70857,39.962627,60.74999984,45.53173720861167,-70.07003733,32285.36,Maine,41,0,0,0,0.0244368316341,0.037037037,98.41499
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70116,40.137833,52.50000046,45.80415425037233,-69.55386508,39363.695,Maine,43,0,0,0,0.0063694394216,0,85.05
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,67669,40.143547,9.749999727,43.1761152504294,-72.98131005,26647.355,Vermont,41,1,0,0,0.145088184,0.128205128,15.795
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70982,40.274166,16.50000063,44.72271844812088,-71.78228533,31046.8,Vermont,41,0,0,0,0.0561281867946,0,26.73
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70101,40.29433,54.74999999,45.49920055041535,-69.14226768,35371.38,Maine,41,0,0,0,0.0349862939385,0,88.695
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70813,40.50319,44.50000033,45.27391778474044,-69.87310816,27526.432,Maine,42,0,0,0,0.0530733200041,0,72.090004
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70479,40.554585,40.4999999,44.98914755511792,-67.45432987,35118.13,Maine,43,0,0,0,0.05402587,0.716049383,65.61
